Time Received,Battery Life (%),Battery Voltage (V),Battery Current (A),Solar Current (A)
22:51,25.25,0.06,0.61,15.11
23:1,25.25,0.06,0.61,14.05
23:2,25.25,0.06,0.61,14.02
23:4,25.25,0.06,0.61,13.94
23:5,25.25,0.06,0.61,13.84
23:6,25.25,0.06,0.61,13.68
23:8,25.25,0.06,0.61,13.45
23:9,25.25,0.06,0.61,13.25
23:11,25.25,0.06,0.61,12.97
23:12,25.25,0.06,0.61,12.71
23:13,25.25,0.06,0.61,12.36
23:15,25.25,0.06,0.61,12.09
23:16,25.25,0.06,0.61,11.80
23:17,25.25,0.06,0.61,11.73
23:19,25.25,0.06,0.61,12.08
23:20,25.25,0.06,0.61,12.41
23:22,25.25,0.06,0.61,12.45
23:23,25.25,0.06,0.61,12.28
23:24,25.25,0.06,0.61,13.17
23:26,25.25,0.06,0.61,13.39
23:27,25.25,0.06,0.61,13.42
23:28,25.25,0.06,0.61,13.60
23:30,25.25,0.06,0.61,13.72
23:31,25.25,0.06,0.61,13.82
23:33,25.25,0.06,0.61,13.86
23:34,25.25,0.06,0.61,13.80
23:35,25.25,0.06,0.61,13.74
23:37,25.25,0.06,0.61,13.70
23:38,25.25,0.06,0.61,13.70
23:40,25.25,0.06,0.61,13.93
23:41,25.25,0.06,0.61,13.88
23:42,25.25,0.06,0.61,13.90
23:44,25.25,0.06,0.61,13.91
23:45,25.25,0.06,0.61,13.66
23:46,25.25,0.06,0.61,13.68
23:48,25.25,0.06,0.61,12.98
23:49,25.25,0.06,0.61,12.95
23:51,25.25,0.06,0.61,13.00
23:52,25.25,0.06,0.61,13.77
23:53,25.25,0.06,0.61,14.15
23:55,25.25,0.06,0.61,14.27
23:56,25.25,0.06,0.61,14.41
23:57,25.25,0.06,0.61,14.56
23:59,25.25,0.06,0.61,14.70
24:0,25.25,0.06,0.61,14.70
24:2,25.25,0.06,0.61,14.70
24:3,25.25,0.06,0.61,14.73
24:4,25.25,0.06,0.61,14.58
24:6,25.25,0.06,0.61,14.19
24:7,25.25,0.06,0.61,13.61
24:8,25.25,0.06,0.61,12.83
24:11,25.25,0.06,0.60,11.06
24:13,25.25,0.06,0.60,10.86
24:15,25.25,0.06,0.61,10.43
24:18,25.25,0.06,0.61,10.02
24:20,25.25,0.06,0.61,10.20
24:21,25.25,0.06,0.61,10.27
24:22,25.25,0.06,0.61,10.33
24:24,25.25,0.06,0.61,10.35
24:25,25.25,0.06,0.61,10.33
24:28,25.25,0.06,0.61,10.11
24:29,25.25,0.06,0.61,9.97
24:31,25.25,0.06,0.61,8.67
24:32,25.25,0.06,0.61,10.04
24:33,25.25,0.06,0.60,10.06
24:35,25.25,0.06,0.61,9.96
24:36,25.25,0.06,0.61,9.93
24:37,25.25,0.06,0.61,9.90
24:39,25.25,0.06,0.61,9.88
24:40,25.25,0.06,0.61,9.90
24:43,25.25,0.06,0.61,9.90
24:44,25.25,0.06,0.61,9.85
24:49,25.25,0.06,0.61,9.41
24:50,25.25,0.06,0.61,9.19
24:51,25.25,0.06,0.60,9.04
24:53,25.25,0.06,0.60,8.88
24:55,25.25,0.06,0.60,8.59
24:57,25.25,0.06,0.60,8.23
24:58,25.25,0.06,0.60,7.92
25:1,25.25,0.06,0.60,7.55
25:2,25.25,0.06,0.60,7.52
25:4,25.25,0.06,0.61,7.52
25:5,25.25,0.06,0.60,7.56
25:6,25.25,0.06,0.61,7.63
25:8,25.25,0.06,0.61,7.64
25:9,25.25,0.06,0.61,7.76
25:11,25.25,0.06,0.60,7.78
25:12,25.25,0.06,0.60,7.87
25:13,25.25,0.06,0.61,7.92
25:15,25.25,0.06,0.61,7.92
25:16,25.25,0.06,0.61,7.95
25:17,25.25,0.06,0.61,7.91
25:19,25.25,0.06,0.61,7.89
25:20,25.25,0.06,0.61,7.89
25:22,25.25,0.06,0.60,7.82
25:23,25.25,0.06,0.60,7.77
25:24,25.25,0.06,0.61,7.76
25:26,25.25,0.06,0.60,7.73
25:27,25.25,0.06,0.61,7.78
25:29,25.25,0.06,0.60,7.89
25:30,25.25,0.06,0.60,8.05
25:31,25.25,0.06,0.60,8.55
25:33,25.25,0.06,0.60,9.16
25:34,25.25,0.06,0.60,9.62
25:35,25.25,0.06,0.60,9.82
25:37,25.25,0.06,0.60,9.96
25:38,25.25,0.06,0.60,10.21
25:40,25.25,0.06,0.60,10.42
25:41,25.25,0.06,0.60,10.73
25:42,25.25,0.06,0.60,11.07
25:44,25.25,0.06,0.60,11.34
25:45,25.25,0.06,0.60,11.56
25:46,25.25,0.06,0.60,11.70
25:48,25.25,0.06,0.60,11.80
25:49,25.25,0.06,0.60,11.95
25:51,25.25,0.06,0.60,12.09
25:52,25.25,0.06,0.60,12.16
25:53,25.25,0.06,0.60,12.18
25:55,25.25,0.06,0.60,12.31
25:56,25.25,0.06,0.60,12.61
25:58,25.25,0.06,0.60,12.69
25:59,25.25,0.06,0.60,12.73
26:0,25.25,0.06,0.60,12.54
26:2,25.25,0.06,0.60,12.27
26:3,25.25,0.06,0.60,11.82
26:4,25.25,0.06,0.60,11.31
26:6,25.25,0.06,0.60,10.65
26:7,25.25,0.06,0.59,9.99
26:9,25.25,0.06,0.59,9.43
26:10,25.25,0.06,0.59,9.35
26:11,25.25,0.06,0.59,9.52
26:13,25.25,0.06,0.59,9.68
26:14,25.25,0.06,0.59,9.84
26:15,25.25,0.06,0.59,9.93
26:17,25.25,0.06,0.60,10.06
26:18,25.25,0.06,0.59,10.10
26:20,25.25,0.06,0.59,10.22
26:21,25.25,0.06,0.60,9.57
26:22,25.25,0.06,0.60,7.28
26:24,25.25,0.06,0.60,3.73
26:25,25.25,0.06,0.60,3.29
26:26,25.25,0.06,0.60,3.04
26:28,25.25,0.06,0.60,3.10
26:29,25.25,0.06,0.60,3.09
26:31,25.25,0.06,0.60,3.56
26:32,25.25,0.06,0.60,3.93
26:33,25.25,0.06,0.60,5.64
26:35,25.25,0.06,0.60,6.34
26:36,25.25,0.06,0.60,6.44
26:38,25.25,0.06,0.60,6.07
26:39,25.25,0.06,0.60,4.07
26:40,25.25,0.06,0.60,3.62
26:42,25.25,0.06,0.60,3.22
26:43,25.25,0.06,0.60,3.56
26:44,25.25,0.06,0.60,5.55
26:46,25.25,0.06,0.60,7.62
26:47,25.25,0.06,0.60,9.06
26:49,25.25,0.06,0.60,10.41
26:50,25.25,0.06,0.60,10.24
26:51,25.25,0.06,0.60,10.09
26:53,25.25,0.06,0.60,9.95
26:54,25.25,0.06,0.60,9.80
26:55,25.25,0.06,0.60,9.68
26:57,25.25,0.06,0.60,9.63
26:58,25.25,0.06,0.60,9.55
27:0,25.25,0.06,0.60,9.39
27:1,25.25,0.06,0.60,9.22
27:2,25.25,0.06,0.60,8.94
27:4,25.25,0.06,0.59,8.70
27:5,25.25,0.06,0.60,8.66
27:7,25.25,0.06,0.60,8.57
27:8,25.25,0.06,0.59,8.51
27:9,25.25,0.06,0.59,8.48
27:11,25.25,0.06,0.59,8.48
27:12,25.25,0.06,0.59,8.50
27:13,25.25,0.06,0.59,8.50
27:15,25.25,0.06,0.59,8.53
27:16,25.25,0.06,0.59,8.56
27:18,25.25,0.06,0.59,8.56
27:19,25.25,0.06,0.59,8.63
27:20,25.25,0.06,0.59,8.68
27:22,25.25,0.06,0.59,8.69
27:23,25.25,0.06,0.59,8.66
27:24,25.25,0.06,0.59,8.57
27:26,25.25,0.06,0.59,8.53
27:27,25.25,0.06,0.59,8.65
27:29,25.25,0.06,0.59,8.74
27:30,25.25,0.06,0.59,8.83
27:31,25.25,0.06,0.59,8.90
27:33,25.25,0.06,0.59,8.97
27:34,25.25,0.06,0.59,9.07
27:35,25.25,0.06,0.59,9.14
27:37,25.25,0.06,0.59,9.23
27:38,25.25,0.06,0.59,9.37
27:40,25.25,0.06,0.59,9.49
27:41,25.25,0.06,0.59,9.69
27:44,25.25,0.06,0.59,9.80
27:47,25.25,0.06,0.59,9.78
27:51,25.25,0.06,0.59,9.58
27:52,25.25,0.06,0.59,9.76
27:53,25.25,0.06,0.59,9.69
27:55,25.25,0.06,0.59,9.66
27:56,25.25,0.06,0.59,9.69
27:58,25.25,0.06,0.59,9.70
27:59,25.25,0.06,0.59,9.76
28:0,25.25,0.06,0.59,9.90
28:9,25.25,0.06,0.59,9.90
28:10,25.25,0.06,0.59,9.96
28:11,25.25,0.06,0.59,10.05
28:13,25.25,0.06,0.59,10.06
28:14,25.25,0.06,0.59,10.14
28:16,25.25,0.06,0.59,10.20
28:25,25.25,0.06,0.60,11.98
28:27,25.25,0.06,0.60,11.95
28:29,25.25,0.06,0.60,11.43
28:31,25.25,0.06,0.60,10.95
28:32,25.25,0.06,0.59,10.36
28:33,25.25,0.06,0.60,9.74
28:35,25.25,0.06,0.60,9.03
28:39,25.25,0.06,0.59,6.98
28:40,25.25,0.06,0.59,6.30
28:42,25.25,0.06,0.59,5.91
28:43,25.25,0.06,0.59,9.05
28:44,25.25,0.06,0.59,9.97
28:47,25.25,0.06,0.59,10.34
28:50,25.25,0.06,0.58,10.63
28:53,25.25,0.06,0.58,11.91
28:54,25.25,0.06,0.58,12.41
28:56,25.25,0.06,0.58,12.46
28:57,25.25,0.06,0.59,12.51
28:58,25.25,0.06,0.59,12.60
29:0,25.25,0.06,0.58,12.60
29:1,25.25,0.06,0.59,12.62
29:2,25.25,0.06,0.58,12.61
29:5,25.25,0.06,0.58,12.35
29:7,25.25,0.06,0.58,12.17
29:8,25.25,0.06,0.58,12.04
29:9,25.25,0.06,0.58,12.04
29:11,25.25,0.06,0.58,11.97
29:12,25.25,0.06,0.58,11.97
29:13,25.25,0.06,0.58,11.90
29:16,25.25,0.06,0.58,12.00
29:18,25.25,0.06,0.58,12.13
29:19,25.25,0.06,0.58,12.28
29:20,25.25,0.06,0.58,12.38
29:22,25.25,0.06,0.58,12.48
29:23,25.25,0.06,0.58,12.44
29:26,25.25,0.06,0.58,12.45
29:27,25.25,0.06,0.58,12.46
29:29,25.25,0.06,0.58,12.40
29:30,25.25,0.06,0.58,12.41
29:31,25.25,0.06,0.58,12.48
29:33,25.25,0.06,0.58,12.61
29:34,25.25,0.06,0.58,12.65
29:36,25.25,0.06,0.58,12.65
29:37,25.25,0.06,0.58,12.63
29:38,25.25,0.06,0.58,12.48
29:40,25.25,0.06,0.58,12.35
29:41,25.25,0.06,0.58,12.20
29:42,25.25,0.06,0.58,12.03
29:44,25.25,0.06,0.58,11.93
29:45,25.25,0.06,0.58,11.80
29:48,25.25,0.06,0.58,11.50
29:49,25.25,0.06,0.58,11.45
29:51,25.25,0.06,0.58,11.40
29:52,25.25,0.06,0.58,11.43
29:53,25.25,0.06,0.58,11.45
29:55,25.25,0.06,0.58,11.48
29:56,25.25,0.06,0.58,11.54
29:58,25.25,0.06,0.58,11.55
29:59,25.25,0.06,0.58,11.54
30:0,25.25,0.06,0.58,11.58
30:2,25.25,0.06,0.58,11.69
30:3,25.25,0.06,0.58,11.83
30:5,25.25,0.06,0.58,11.90
30:6,25.25,0.06,0.58,11.94
30:7,25.25,0.06,0.58,11.88
30:9,25.25,0.06,0.58,11.85
30:10,25.25,0.06,0.58,11.77
30:11,25.25,0.06,0.58,11.87
30:13,25.25,0.06,0.58,11.96
30:14,25.25,0.06,0.58,12.07
30:16,25.25,0.06,0.58,11.94
30:17,25.25,0.06,0.58,12.24
30:18,25.25,0.06,0.58,12.70
30:20,25.25,0.06,0.58,13.05
30:21,25.25,0.06,0.58,13.10
30:22,25.25,0.06,0.58,2.82
30:24,25.25,0.06,0.58,0.25
30:25,25.25,0.06,0.58,0.25
30:27,25.25,0.06,0.58,0.25
30:28,25.25,0.06,0.58,0.25
30:29,25.25,0.06,0.58,0.25
30:31,25.25,0.06,0.58,0.25
30:32,25.25,0.06,0.58,0.25
30:34,25.25,0.06,0.58,0.24
30:35,25.25,0.06,0.57,0.25
30:36,25.25,0.06,0.58,0.25
30:38,25.25,0.06,0.58,0.25
30:39,25.25,0.06,0.57,0.25
30:40,25.25,0.06,0.57,0.25
30:42,25.25,0.06,0.57,0.25
30:43,25.25,0.06,0.57,0.25
30:45,25.25,0.06,0.58,0.25
